 A ( ADVERB ) 
 attardate ( VERB_PAST_PARTICIPLE VERB ) lemma=attardare 
 attardati ( VERB_PAST_PARTICIPLE VERB ) lemma=attardare 
 attardato ( VERB_PAST_PARTICIPLE VERB ) lemma=attardare 
 attardava ( VERB ) lemma=attardare 
 attardavamo ( VERB ) lemma=attardare 
 attardavan ( VERB ) lemma=attardare 
 attardavano ( VERB ) lemma=attardare 
 attardavate ( VERB ) lemma=attardare 
 attardavi ( VERB ) lemma=attardare 
 attardavo ( VERB ) lemma=attardare 
 attardera' ( VERB ) lemma=attardare 
 attarderai ( VERB ) lemma=attardare 
 attarderan ( VERB ) lemma=attardare 
 attarderanno ( VERB ) lemma=attardare 
 attarderebbe ( VERB ) lemma=attardare 
 attarderebber ( VERB ) lemma=attardare 
 attarderebbero ( VERB ) lemma=attardare 
 attarderei ( VERB ) lemma=attardare 
 attarderemmo ( VERB ) lemma=attardare 
 attarderemo ( VERB ) lemma=attardare 
 attardereste ( VERB ) lemma=attardare 
 attarderesti ( VERB ) lemma=attardare 
 attarderete ( VERB ) lemma=attardare 
 attardero' ( VERB ) lemma=attardare 
 attarderà ( VERB ) lemma=attardare 
 attarderò ( VERB ) lemma=attardare 
 attardi ( VERB ) lemma=attardare 
 attardiamo ( VERB ) lemma=attardare 
 attardiate ( VERB ) lemma=attardare 
 attardin ( VERB ) lemma=attardare 
 attardino ( VERB ) lemma=attardare 
 attardo ( VERB ) lemma=attardare 
 attardo' ( VERB ) lemma=attardare 
 attardò ( VERB ) lemma=attardare 
 atte ( ADJECTIVE ) lemma=atto 
 attecchendo ( NOUN NOUN_GERUND ) lemma=attecchire 
 attecchente ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attecchire 
 attecchenti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attecchire 
 attecchi' ( VERB ) lemma=attecchire 
 attecchiamo ( VERB ) lemma=attecchire 
 attecchiate ( VERB ) lemma=attecchire 
 attecchii ( VERB ) lemma=attecchire 
 attecchimmo ( VERB ) lemma=attecchire 
 attecchir ( VERB_INFINITIVE VERB ) lemma=attecchire 
 attecchira' ( VERB ) lemma=attecchire 
 attecchirai ( VERB ) lemma=attecchire 
 attecchiran ( VERB ) lemma=attecchire 
 attecchiranno ( VERB ) lemma=attecchire 
 attecchire ( VERB_INFINITIVE VERB ) 
 attecchirebbe ( VERB ) lemma=attecchire 
 attecchirebber ( VERB ) lemma=attecchire 
 attecchirebbero ( VERB ) lemma=attecchire 
 attecchirei ( VERB ) lemma=attecchire 
 attecchiremmo ( VERB ) lemma=attecchire 
 attecchiremo ( VERB ) lemma=attecchire 
 attecchireste ( VERB ) lemma=attecchire 
 attecchiresti ( VERB ) lemma=attecchire 
 attecchirete ( VERB ) lemma=attecchire 
 attecchiro' ( VERB ) lemma=attecchire 
 attecchiron ( VERB ) lemma=attecchire 
 attecchirono ( VERB ) lemma=attecchire 
 attecchirà ( VERB ) lemma=attecchire 
 attecchirò ( VERB ) lemma=attecchire 
 attecchisca ( VERB ) lemma=attecchire 
 attecchiscan ( VERB ) lemma=attecchire 
 attecchiscano ( VERB ) lemma=attecchire 
 attecchisce ( VERB ) lemma=attecchire 
 attecchisci ( VERB ) lemma=attecchire 
 attecchisco ( VERB ) lemma=attecchire 
 attecchiscon ( VERB ) lemma=attecchire 
 attecchiscono ( VERB ) lemma=attecchire 
 attecchisse ( VERB ) lemma=attecchire 
 attecchisser ( VERB ) lemma=attecchire 
 attecchissero ( VERB ) lemma=attecchire 
 attecchissi ( VERB ) lemma=attecchire 
 attecchissimo ( VERB ) lemma=attecchire 
 attecchiste ( VERB ) lemma=attecchire 
 attecchisti ( VERB ) lemma=attecchire 
 attecchita ( VERB_PAST_PARTICIPLE VERB ) lemma=attecchire 
 attecchite ( VERB_PAST_PARTICIPLE VERB ) lemma=attecchire 
 attecchiti ( VERB_PAST_PARTICIPLE VERB ) lemma=attecchire 
 attecchito ( VERB_PAST_PARTICIPLE VERB ) lemma=attecchire 
 attecchiva ( VERB ) lemma=attecchire 
 attecchivamo ( VERB ) lemma=attecchire 
 attecchivan ( VERB ) lemma=attecchire 
 attecchivano ( VERB ) lemma=attecchire 
 attecchivate ( VERB ) lemma=attecchire 
 attecchivi ( VERB ) lemma=attecchire 
 attecchivo ( VERB ) lemma=attecchire 
 attecchì ( VERB ) lemma=attecchire 
 atteggera' ( VERB ) lemma=atteggiare 
 atteggerai ( VERB ) lemma=atteggiare 
 atteggeran ( VERB ) lemma=atteggiare 
 atteggeranno ( VERB ) lemma=atteggiare 
 atteggerebbe ( VERB ) lemma=atteggiare 
 atteggerebber ( VERB ) lemma=atteggiare 
 atteggerebbero ( VERB ) lemma=atteggiare 
 atteggerei ( VERB ) lemma=atteggiare 
 atteggeremmo ( VERB ) lemma=atteggiare 
 atteggeremo ( VERB ) lemma=atteggiare 
 atteggereste ( VERB ) lemma=atteggiare 
 atteggeresti ( VERB ) lemma=atteggiare 
 atteggerete ( VERB ) lemma=atteggiare 
 atteggero' ( VERB ) lemma=atteggiare 
 atteggerà ( VERB ) lemma=atteggiare 
 atteggerò ( VERB ) lemma=atteggiare 
 atteggi ( VERB ) lemma=atteggiare 
 atteggia ( VERB ) lemma=atteggiare 
 atteggiai ( VERB ) lemma=atteggiare 
 atteggiamenti ( NOUN NOUN_SINGULAR ) lemma=atteggiamento 
 atteggiamento ( NOUN NOUN_SINGULAR ) 
 atteggiammo ( VERB ) lemma=atteggiare 
 atteggiamo ( VERB ) lemma=atteggiare 
 atteggian ( VERB ) lemma=atteggiare 
 atteggiando ( NOUN NOUN_GERUND ) lemma=atteggiare 
 atteggiandosi ( NOUN NOUN_GERUND ) lemma=atteggiare 
 atteggiano ( VERB ) lemma=atteggiare 
 atteggiante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atteggiare 
 atteggianti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atteggiare 
 atteggiar ( VERB_INFINITIVE VERB ) lemma=atteggiare 
 atteggiarci ( VERB_INFINITIVE VERB ) lemma=atteggiare 
 atteggiare ( VERB_INFINITIVE VERB ) 
 atteggiarne ( VERB_INFINITIVE VERB ) lemma=atteggiare 
 atteggiaron ( VERB ) lemma=atteggiare 
 atteggiarono ( VERB ) lemma=atteggiare 
 atteggiarsi ( VERB_INFINITIVE VERB ) lemma=atteggiare 
 atteggiasse ( VERB ) lemma=atteggiare 
 atteggiasser ( VERB ) lemma=atteggiare 
 atteggiassero ( VERB ) lemma=atteggiare 
 atteggiassi ( VERB ) lemma=atteggiare 
 atteggiassimo ( VERB ) lemma=atteggiare 
 atteggiaste ( VERB ) lemma=atteggiare 
 atteggiasti ( VERB ) lemma=atteggiare 
 atteggiata ( VERB_PAST_PARTICIPLE VERB ) lemma=atteggiare 
 atteggiate ( VERB_PAST_PARTICIPLE VERB ) lemma=atteggiare 
 atteggiatevi ( VERB ) lemma=atteggiare 
 atteggiati ( VERB_PAST_PARTICIPLE VERB ) lemma=atteggiare 
 atteggiato ( VERB_PAST_PARTICIPLE VERB ) lemma=atteggiare 
 atteggiava ( VERB ) lemma=atteggiare 
 atteggiavamo ( VERB ) lemma=atteggiare 
 atteggiavan ( VERB ) lemma=atteggiare 
 atteggiavano ( VERB ) lemma=atteggiare 
 atteggiavate ( VERB ) lemma=atteggiare 
 atteggiavi ( VERB ) lemma=atteggiare 
 atteggiavo ( VERB ) lemma=atteggiare 
 atteggin ( VERB ) lemma=atteggiare 
 atteggino ( VERB ) lemma=atteggiare 
 atteggio ( VERB ) lemma=atteggiare 
 atteggio' ( VERB ) lemma=atteggiare 
 atteggiò ( VERB ) lemma=atteggiare 
 attempata ( ADJECTIVE ) lemma=attempato 
 attempate ( ADJECTIVE ) lemma=attempato 
 attempati ( ADJECTIVE ) lemma=attempato 
 attempatissima ( ADJECTIVE ) lemma=attempato 
 attempatissime ( ADJECTIVE ) lemma=attempato 
 attempatissimi ( ADJECTIVE ) lemma=attempato 
 attempatissimo ( ADJECTIVE ) lemma=attempato 
 attempato ( ADJECTIVE ) 
 attenda ( VERB ) lemma=attendare|attendere 
 attendai ( VERB ) lemma=attendare 
 attendammo ( VERB ) lemma=attendare 
 attendan ( VERB ) lemma=attendare 
 attendando ( NOUN NOUN_GERUND ) lemma=attendare 
 attendano ( VERB ) lemma=attendare|attendere 
 attendar ( VERB_INFINITIVE VERB ) lemma=attendare 
 attendare ( VERB_INFINITIVE VERB ) 
 attendaron ( VERB ) lemma=attendare 
 attendarono ( VERB ) lemma=attendare 
 attendarsi ( VERB_INFINITIVE VERB ) 
 attendasse ( VERB ) lemma=attendare 
 attendasser ( VERB ) lemma=attendare 
 attendassero ( VERB ) lemma=attendare 
 attendassi ( VERB ) lemma=attendare 
 attendassimo ( VERB ) lemma=attendare 
 attendaste ( VERB ) lemma=attendare 
 attendasti ( VERB ) lemma=attendare 
 attendata ( VERB_PAST_PARTICIPLE VERB ) lemma=attendare 
 attendate ( VERB_PAST_PARTICIPLE VERB ) lemma=attendare 
 attendati ( VERB_PAST_PARTICIPLE VERB ) lemma=attendare 
 attendato ( VERB_PAST_PARTICIPLE VERB ) lemma=attendare 
 attendava ( VERB ) lemma=attendare 
 attendavamo ( VERB ) lemma=attendare 
 attendavan ( VERB ) lemma=attendare 
 attendavano ( VERB ) lemma=attendare 
 attendavate ( VERB ) lemma=attendare 
 attendavi ( VERB ) lemma=attendare 
 attendavo ( VERB ) lemma=attendare 
 attende ( VERB ) lemma=attendere 
 attendemmo ( VERB ) lemma=attendere 
 attendendo ( NOUN NOUN_GERUND ) lemma=attendere 
 attendente ( VERB_PRESENT_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 attendenti ( VERB_PRESENT_PARTICIPLE NOUN VERB NOUN_SINGULAR ) lemma=attendente 
 attendera' ( VERB ) lemma=attendare|attendere 
 attenderai ( VERB ) lemma=attendare|attendere 
 attenderan ( VERB ) lemma=attendare 
 attenderanno ( VERB ) lemma=attendare|attendere 
 attendere ( VERB_INFINITIVE VERB ) 
 attenderebbe ( VERB ) lemma=attendare|attendere 
 attenderebber ( VERB ) lemma=attendare 
 attenderebbero ( VERB ) lemma=attendare|attendere 
 attenderei ( VERB ) lemma=attendare|attendere 
 attenderemmo ( VERB ) lemma=attendare|attendere 
 attenderemo ( VERB ) lemma=attendare|attendere 
 attendereste ( VERB ) lemma=attendare|attendere 
 attenderesti ( VERB ) lemma=attendare|attendere 
 attenderete ( VERB ) lemma=attendare|attendere 
 attendero' ( VERB ) lemma=attendare 
 attenderà ( VERB ) lemma=attendare|attendere 
 attenderò ( VERB ) lemma=attendare 
 attendesse ( VERB ) lemma=attendere 
 attendessero ( VERB ) lemma=attendere 
 attendessi ( VERB ) lemma=attendere 
 attendessimo ( VERB ) lemma=attendere 
 attendeste ( VERB ) lemma=attendere 
 attendesti ( VERB ) lemma=attendere 
 attendete ( VERB ) lemma=attendere 
 attendeva ( VERB ) lemma=attendere 
 attendevamo ( VERB ) lemma=attendere 
 attendevano ( VERB ) lemma=attendere 
 attendevate ( VERB ) lemma=attendere 
 attendevi ( VERB ) lemma=attendere 
 attendevo ( VERB ) lemma=attendere 
 attendi ( VERB ) lemma=attendare|attendere 
 attendiamo ( VERB ) lemma=attendare|attendere 
 attendiate ( VERB ) lemma=attendare|attendere 
 attendibile ( ADJECTIVE ) 
 attendibili ( ADJECTIVE ) lemma=attendibile 
 attendibilissima ( ADJECTIVE ) lemma=attendibile 
 attendibilissime ( ADJECTIVE ) lemma=attendibile 
 attendibilissimi ( ADJECTIVE ) lemma=attendibile 
 attendibilissimo ( ADJECTIVE ) lemma=attendibile 
 attendibilita' ( NOUN NOUN_SINGULAR ) lemma=attendibilità 
 attendibilità ( NOUN NOUN_SINGULAR ) 
 attendin ( VERB ) lemma=attendare 
 attendino ( VERB ) lemma=attendare 
 attendo ( VERB ) lemma=attendare|attendere 
 attendo' ( VERB ) lemma=attendare 
 attendono ( VERB ) lemma=attendere 
 attendò ( VERB ) lemma=attendare 
 attenemmo ( VERB ) lemma=attenere 
 attenendo ( NOUN NOUN_GERUND ) lemma=attenere 
 attenendosi ( NOUN NOUN_GERUND ) lemma=attenere 
 attenente ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attenere 
 attenenti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attenere 
 attener ( VERB_INFINITIVE VERB ) lemma=attenere 
 attenerci ( VERB_INFINITIVE VERB ) lemma=attenere 
 attenere ( VERB_INFINITIVE VERB ) 
 attenermi ( VERB_INFINITIVE VERB ) lemma=attenere 
 attenersi ( VERB_INFINITIVE VERB ) lemma=attenere 
 attenervi ( VERB_INFINITIVE VERB ) lemma=attenere 
 attenesse ( VERB ) lemma=attenere 
 attenesser ( VERB ) lemma=attenere 
 attenessero ( VERB ) lemma=attenere 
 attenessi ( VERB ) lemma=attenere 
 attenessimo ( VERB ) lemma=attenere 
 atteneste ( VERB ) lemma=attenere 
 attenesti ( VERB ) lemma=attenere 
 attenete ( VERB ) lemma=attenere 
 atteneva ( VERB ) lemma=attenere 
 attenevamo ( VERB ) lemma=attenere 
 attenevan ( VERB ) lemma=attenere 
 attenevano ( VERB ) lemma=attenere 
 attenevate ( VERB ) lemma=attenere 
 attenevi ( VERB ) lemma=attenere 
 attenevo ( VERB ) lemma=attenere 
 attenga ( VERB ) lemma=attenere 
 attengan ( VERB ) lemma=attenere 
 attengano ( VERB ) lemma=attenere 
 attengo ( VERB ) lemma=attenere 
 attengon ( VERB ) lemma=attenere 
 attengono ( VERB ) lemma=attenere 
 atteniamo ( VERB ) lemma=attenere 
 atteniate ( VERB ) lemma=attenere 
 attenne ( VERB ) lemma=attenere 
 attenner ( VERB ) lemma=attenere 
 attennero ( VERB ) lemma=attenere 
 attenni ( VERB ) lemma=attenere 
 attenta ( VERB ADJECTIVE ) lemma=attento 
 attentai ( VERB ) lemma=attentare 
 attentamente ( ADVERB ) 
 attentammo ( VERB ) lemma=attentare 
 attentan ( VERB ) lemma=attentare 
 attentando ( NOUN NOUN_GERUND ) lemma=attentare 
 attentano ( VERB ) lemma=attentare 
 attentante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attentare 
 attentanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=attentare 
 attentar ( VERB_INFINITIVE VERB ) lemma=attentare 
 attentare ( VERB_INFINITIVE VERB ) 
 attentaron ( VERB ) lemma=attentare 
 attentarono ( VERB ) lemma=attentare 
 attentasse ( VERB ) lemma=attentare 
 attentasser ( VERB ) lemma=attentare 
 attentassero ( VERB ) lemma=attentare 
 attentassi ( VERB ) lemma=attentare 
 attentassimo ( VERB ) lemma=attentare 
 attentaste ( VERB ) lemma=attentare 
 attentasti ( VERB ) lemma=attentare 
 attentata ( VERB_PAST_PARTICIPLE VERB ) lemma=attentare 
 attentate ( VERB_PAST_PARTICIPLE VERB ) lemma=attentare 
 attentati ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) lemma=attentato 
 attentato ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 attentatore ( NOUN NOUN_SINGULAR ) 
 attentatori ( NOUN NOUN_SINGULAR ) lemma=attentatore 
 attentava ( VERB ) lemma=attentare 
 attentavamo ( VERB ) lemma=attentare 
 attentavan ( VERB ) lemma=attentare 
 attentavano ( VERB ) lemma=attentare 
 attentavate ( VERB ) lemma=attentare 
 attentavi ( VERB ) lemma=attentare 
 attentavo ( VERB ) lemma=attentare 
 attente ( ADJECTIVE ) lemma=attento 
 attentera' ( VERB ) lemma=attentare 
 attenterai ( VERB ) lemma=attentare 
 attenteran ( VERB ) lemma=attentare 
 attenteranno ( VERB ) lemma=attentare 
 attenterebbe ( VERB ) lemma=attentare 
 attenterebber ( VERB ) lemma=attentare 
 attenterebbero ( VERB ) lemma=attentare 
 attenterei ( VERB ) lemma=attentare 
 attenteremmo ( VERB ) lemma=attentare 
 attenteremo ( VERB ) lemma=attentare 
 attentereste ( VERB ) lemma=attentare 
 attenteresti ( VERB ) lemma=attentare 
 attenterete ( VERB ) lemma=attentare 
 attentero' ( VERB ) lemma=attentare 
 attenterà ( VERB ) lemma=attentare 
 attenterò ( VERB ) lemma=attentare 
 attenti ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=attento 
 attentiamo ( VERB ) lemma=attentare 
 attentiate ( VERB ) lemma=attentare 
 attentin ( VERB ) lemma=attentare 
 attentino ( VERB ) lemma=attentare 
 attentissima ( ADJECTIVE ) lemma=attento 
 attentissime ( ADJECTIVE ) lemma=attento 
 attentissimi ( ADJECTIVE ) lemma=attento 
 attentissimo ( ADJECTIVE ) lemma=attento 
 attento ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 attento' ( VERB ) lemma=attentare 
 attentò ( VERB ) lemma=attentare 
 attenua ( VERB ) lemma=attenuare 
 attenuai ( VERB ) lemma=attenuare 
 attenuammo ( VERB ) lemma=attenuare 
 attenuan ( VERB ) lemma=attenuare 
 attenuando ( NOUN NOUN_GERUND ) lemma=attenuare 
 attenuandosi ( NOUN NOUN_GERUND ) lemma=attenuare 
 attenuano ( VERB ) lemma=attenuare 
 attenuante ( VERB_PRESENT_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 attenuanti ( VERB_PRESENT_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=attenuante 
 attenuantissima ( ADJECTIVE ) lemma=attenuante 
 attenuantissime ( ADJECTIVE ) lemma=attenuante 
 attenuantissimi ( ADJECTIVE ) lemma=attenuante 
 attenuantissimo ( ADJECTIVE ) lemma=attenuante 
 attenuar ( VERB_INFINITIVE VERB ) lemma=attenuare 
 attenuare ( VERB_INFINITIVE VERB ) 
 attenuarli ( VERB_INFINITIVE VERB ) lemma=attenuare 
 attenuarne ( VERB_INFINITIVE VERB ) lemma=attenuare 
 attenuaron ( VERB ) lemma=attenuare 
 attenuarono ( VERB ) lemma=attenuare 
 attenuarsi ( VERB_INFINITIVE VERB ) lemma=attenuare 
 attenuasse ( VERB ) lemma=attenuare 
 attenuasser ( VERB ) lemma=attenuare 
 attenuassero ( VERB ) lemma=attenuare 
 attenuassi ( VERB ) lemma=attenuare 
 attenuassimo ( VERB ) lemma=attenuare 
 attenuaste ( VERB ) lemma=attenuare 
 attenuasti ( VERB ) lemma=attenuare 
 attenuata ( VERB_PAST_PARTICIPLE VERB ) lemma=attenuare 
 attenuate ( VERB_PAST_PARTICIPLE VERB ) lemma=attenuare 
 attenuati ( VERB_PAST_PARTICIPLE VERB ) lemma=attenuare 
 attenuato ( VERB_PAST_PARTICIPLE VERB ) lemma=attenuare 
 attenuava ( VERB ) lemma=attenuare 
 attenuavamo ( VERB ) lemma=attenuare 
 attenuavan ( VERB ) lemma=attenuare 
 attenuavano ( VERB ) lemma=attenuare 
 attenuavate ( VERB ) lemma=attenuare 
 attenuavi ( VERB ) lemma=attenuare 
 attenuavo ( VERB ) lemma=attenuare 
 attenuazione ( NOUN NOUN_SINGULAR ) 
 attenuazioni ( NOUN NOUN_SINGULAR ) lemma=attenuazione 
 attenuera' ( VERB ) lemma=attenuare 
 attenuerai ( VERB ) lemma=attenuare 
 attenueran ( VERB ) lemma=attenuare 
 attenueranno ( VERB ) lemma=attenuare 
 attenuerebbe ( VERB ) lemma=attenuare 
 attenuerebber ( VERB ) lemma=attenuare 
 attenuerebbero ( VERB ) lemma=attenuare 
 attenuerei ( VERB ) lemma=attenuare 
 attenueremmo ( VERB ) lemma=attenuare 
 attenueremo ( VERB ) lemma=attenuare 
 attenuereste ( VERB ) lemma=attenuare 
 attenueresti ( VERB ) lemma=attenuare 
 attenuerete ( VERB ) lemma=attenuare 
 attenuero' ( VERB ) lemma=attenuare 
 attenuerà ( VERB ) lemma=attenuare 
 attenuerò ( VERB ) lemma=attenuare 
 attenui ( VERB ) lemma=attenuare 
 attenuiamo ( VERB ) lemma=attenuare 
 attenuiate ( VERB ) lemma=attenuare 
 attenuin ( VERB ) lemma=attenuare 
 attenuino ( VERB ) lemma=attenuare 
 attenuo ( VERB ) lemma=attenuare 
 attenuo' ( VERB ) lemma=attenuare 
 attenuta ( VERB_PAST_PARTICIPLE VERB ) lemma=attenere 
 attenute ( VERB_PAST_PARTICIPLE VERB ) lemma=attenere 
 attenuti ( VERB_PAST_PARTICIPLE VERB ) lemma=attenere 
 attenuto ( VERB_PAST_PARTICIPLE VERB ) lemma=attenere 
 attenuò ( VERB ) lemma=attenuare 
 attenzione ( NOUN NOUN_SINGULAR ) 
 attenzioni ( NOUN NOUN_SINGULAR ) lemma=attenzione 
 atterra ( VERB ) lemma=atterrare 
 atterra' ( VERB ) lemma=attenere 
 atterraggi ( NOUN NOUN_SINGULAR ) lemma=atterraggio 
 atterraggio ( NOUN NOUN_SINGULAR ) 
 atterrai ( VERB ) lemma=attenere|atterrare 
 atterramenti ( NOUN NOUN_SINGULAR ) lemma=atterramento 
 atterramento ( NOUN NOUN_SINGULAR ) 
 atterrammo ( VERB ) lemma=atterrare 
 atterran ( VERB ) lemma=attenere|atterrare 
 atterrando ( NOUN NOUN_GERUND ) lemma=atterrare 
 atterranno ( VERB ) lemma=attenere 
 atterrano ( VERB ) lemma=atterrare 
 atterrante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atterrare 
 atterranti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atterrare 
 atterrar ( VERB_INFINITIVE VERB ) lemma=atterrare 
 atterrare ( VERB_INFINITIVE VERB ) 
 atterrarlo ( VERB_INFINITIVE VERB ) lemma=atterrare 
 atterraron ( VERB ) lemma=atterrare 
 atterrarono ( VERB ) lemma=atterrare 
 atterrarti ( VERB_INFINITIVE VERB ) lemma=atterrare 
 atterrarvi ( VERB_INFINITIVE VERB ) lemma=atterrare 
 atterrasse ( VERB ) lemma=atterrare 
 atterrasser ( VERB ) lemma=atterrare 
 atterrassero ( VERB ) lemma=atterrare 
 atterrassi ( VERB ) lemma=atterrare 
 atterrassimo ( VERB ) lemma=atterrare 
 atterraste ( VERB ) lemma=atterrare 
 atterrasti ( VERB ) lemma=atterrare 
 atterrata ( VERB_PAST_PARTICIPLE VERB ) lemma=atterrare 
 atterrate ( VERB_PAST_PARTICIPLE VERB ) lemma=atterrare 
 atterrati ( VERB_PAST_PARTICIPLE VERB ) lemma=atterrare 
 atterrato ( VERB_PAST_PARTICIPLE VERB ) lemma=atterrare 
 atterrava ( VERB ) lemma=atterrare 
 atterravamo ( VERB ) lemma=atterrare 
 atterravan ( VERB ) lemma=atterrare 
 atterravano ( VERB ) lemma=atterrare 
 atterravate ( VERB ) lemma=atterrare 
 atterravi ( VERB ) lemma=atterrare 
 atterravo ( VERB ) lemma=atterrare 
 atterrebbe ( VERB ) lemma=attenere 
 atterrebber ( VERB ) lemma=attenere 
 atterrebbero ( VERB ) lemma=attenere 
 atterrei ( VERB ) lemma=attenere 
 atterremmo ( VERB ) lemma=attenere 
 atterremo ( VERB ) lemma=attenere 
 atterrendo ( NOUN NOUN_GERUND ) lemma=atterrire 
 atterrente ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atterrire 
 atterrenti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=atterrire 
 atterrera' ( VERB ) lemma=atterrare 
 atterrerai ( VERB ) lemma=atterrare 
 atterreran ( VERB ) lemma=atterrare 
 atterreranno ( VERB ) lemma=atterrare 
 atterrerebbe ( VERB ) lemma=atterrare 
 atterrerebber ( VERB ) lemma=atterrare 
 atterrerebbero ( VERB ) lemma=atterrare 
 atterrerei ( VERB ) lemma=atterrare 
 atterreremmo ( VERB ) lemma=atterrare 
 atterreremo ( VERB ) lemma=atterrare 
 atterrereste ( VERB ) lemma=atterrare 
 atterreresti ( VERB ) lemma=atterrare 
 atterrerete ( VERB ) lemma=atterrare 
 atterrero' ( VERB ) lemma=atterrare 
 atterrerà ( VERB ) lemma=atterrare 
 atterrerò ( VERB ) lemma=atterrare 
 atterreste ( VERB ) lemma=attenere 
 atterresti ( VERB ) lemma=attenere 
 atterrete ( VERB ) lemma=attenere 
 atterri ( VERB ) lemma=atterrare 
 atterri' ( VERB ) lemma=atterrire 
 atterriamo ( VERB ) lemma=atterrare|atterrire 
 atterriate ( VERB ) lemma=atterrare|atterrire 
 atterrii ( VERB ) lemma=atterrire 
 atterrimmo ( VERB ) lemma=atterrire 
 atterrin ( VERB ) lemma=atterrare 
 atterrino ( VERB ) lemma=atterrare 
 atterrir ( VERB_INFINITIVE VERB ) lemma=atterrire 
 atterrira' ( VERB ) lemma=atterrire 
 atterrirai ( VERB ) lemma=atterrire 
 atterriran ( VERB ) lemma=atterrire 
 atterriranno ( VERB ) lemma=atterrire 
 atterrire ( VERB_INFINITIVE VERB ) 
 atterrirebbe ( VERB ) lemma=atterrire 
 atterrirebber ( VERB ) lemma=atterrire 
 atterrirebbero ( VERB ) lemma=atterrire 
 atterrirei ( VERB ) lemma=atterrire 
 atterriremmo ( VERB ) lemma=atterrire 
 atterriremo ( VERB ) lemma=atterrire 
 atterrireste ( VERB ) lemma=atterrire 
 atterriresti ( VERB ) lemma=atterrire 
 atterrirete ( VERB ) lemma=atterrire 
 atterriro' ( VERB ) lemma=atterrire 
 atterriron ( VERB ) lemma=atterrire 
 atterrirono ( VERB ) lemma=atterrire 
 atterrirà ( VERB ) lemma=atterrire 
 atterrirò ( VERB ) lemma=atterrire 
 atterrisca ( VERB ) lemma=atterrire 
 atterriscan ( VERB ) lemma=atterrire 
 atterriscano ( VERB ) lemma=atterrire 
 atterrisce ( VERB ) lemma=atterrire 
 atterrisci ( VERB ) lemma=atterrire 
 atterrisco ( VERB ) lemma=atterrire 
 atterriscon ( VERB ) lemma=atterrire 
 atterriscono ( VERB ) lemma=atterrire 
 atterrisse ( VERB ) lemma=atterrire 
 atterrisser ( VERB ) lemma=atterrire 
 atterrissero ( VERB ) lemma=atterrire 
 atterrissi ( VERB ) lemma=atterrire 
 atterrissimo ( VERB ) lemma=atterrire 
 atterriste ( VERB ) lemma=atterrire 
 atterristi ( VERB ) lemma=atterrire 
 atterrita ( VERB_PAST_PARTICIPLE VERB ) lemma=atterrire 
 atterrite ( VERB_PAST_PARTICIPLE VERB ) lemma=atterrire 
 atterriti ( VERB_PAST_PARTICIPLE VERB ) lemma=atterrire 
 atterrito ( VERB_PAST_PARTICIPLE VERB ) lemma=atterrire 
 atterriva ( VERB ) lemma=atterrire 
 atterrivamo ( VERB ) lemma=atterrire 
 atterrivan ( VERB ) lemma=atterrire 
 atterrivano ( VERB ) lemma=atterrire 
 atterrivate ( VERB ) lemma=atterrire 
 atterrivi ( VERB ) lemma=atterrire 
 atterrivo ( VERB ) lemma=atterrire 
 atterro ( VERB ) lemma=atterrare 
 atterro' ( VERB ) lemma=attenere|atterrare 
 atterrà ( VERB ) lemma=attenere 
 atterrì ( VERB ) lemma=atterrire 
 atterrò ( VERB ) lemma=attenere|atterrare 
 attesa ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=atteso 
