 H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&F ( NOUN NOUN_PROPER_SINGULAR ) 
 H&H ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Geschäftsleitung ( NOUN NOUN_PROPER_SINGULAR ) 
 H&K-Waffen ( NOUN NOUN_PROPER_SINGULAR ) 
 H&M ( NOUN NOUN_PROPER_SINGULAR ) 
 Höschenkrieg ( NOUN NOUN_PROPER_SINGULAR ) 
 Höschenwindel ( NOUN NOUN_PROPER_SINGULAR ) 
 Höschenwindel-Fabrik ( NOUN NOUN_PROPER_SINGULAR ) 
 Höschenwindeln ( NOUN NOUN_PROPER_SINGULAR ) lemma=Höschenwindel 
 Hötzel ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Höztel ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüben ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hub 
 Hübener-Schützlinge ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hübener-Schützling 
 Hübler ( NOUN NOUN_PROPER_SINGULAR ) 
 Hübner ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hübner- ( ) 
 Hübner-Truppe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hübner-Ära ( NOUN NOUN_PROPER_SINGULAR ) 
 Hübners ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=Hübner 
 Hübsche ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hübsch 
 Hübschen ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hübsch 
 Hübscher ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hübsch 
 Hübsches ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hübsch 
 Hübschmann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hüdai ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüdayi ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüde ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüft- ( ) 
 Hüftbereich ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftbeschwerden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftbeschwerde 
 Hüftbewegung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftbewegungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftbewegung 
 Hüftbruch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftdefekte ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüfte ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüften ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüfte 
 Hüftgegend ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftgelenk ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftgelenke ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftgelenk 
 Hüftgelenken ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftgelenk 
 Hüftgelenkoperation ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftgelenkprothesen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftgelenkprothese 
 Hüftgelenks ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftgelenk 
 Hüftgurt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftgürtel ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüfthalter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüfthaltern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüfthalter 
 Hüfthoch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüfthöhe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftknochen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftkreisen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftkugelgelenk ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftleiden ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftoperation ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftoperationen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftoperation 
 Hüftpartie ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftpfanne ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftpfannen- ( ) 
 Hüftprothese ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftschuss ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftschuß ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftschuss 
 Hüftschwinger ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftschwung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftschwungs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftschwung 
 Hüftschwünge ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftschwung 
 Hüftschwüngen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftschwung 
 Hüftschäden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftschaden 
 Hüftspeck ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüfttuch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftumfang ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftverletzung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftwackeln ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftweiten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüftweite 
 Hüftwurf ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüftzug ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügel ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügel- ( ) 
 Hügelbeet ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelbeeten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügelbeet 
 Hügelgebieten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügelgebiet 
 Hügelgrab ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelgräber ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügelgrab 
 Hügelgräberfeld ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelgräbern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügelgrab 
 Hügelheim ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelkette ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelketten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügelkette 
 Hügelkreuz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelkuppe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelkuppen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügelkuppe 
 Hügelland ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügellandschaft ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügellandschaften ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügellandschaft 
 Hügelmann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hügelmühle ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügeln ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügel 
 Hügelrücken ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügels ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügel 
 Hügelsheim ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelstrasse ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelstraße ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelzug ( NOUN NOUN_PROPER_SINGULAR ) 
 Hügelzüge ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hügelzug 
 Hühnchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnchens ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnchen 
 Hühner ( NOUN NOUN_PROPER_SINGULAR ) lemma=Huhn 
 Hühner- ( ) 
 Hühner-Franz ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hühnerarsch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerauge ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühneraugen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerauge 
 Hühneraugenpflaster ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerauges ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerauge 
 Hühnerbachtal ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerbein ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerbeinen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerbein 
 Hühnerberg ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hühnerblut ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerbrust ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerbrühe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerbrüste ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerbrust 
 Hühnerdieb ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerdiebe ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerdieb 
 Hühnerdienst ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerdreck ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerei ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnereier ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerei 
 Hühnereiern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerei 
 Hühnereiweiss ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnereiweiß 
 Hühnereiweiß ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerfabrik ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerfabriken ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerfabrik 
 Hühnerfarm ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerfarmen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerfarm 
 Hühnerfedern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerfeder 
 Hühnerfest ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerfilet ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerfleisch ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerfreund ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hühnerfrikassee ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerfuss ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerfuß 
 Hühnerfutter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerfuß ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnergackern ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnergarten ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnergehege ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerhalter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerhaltung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerhaufen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerhaufe 
 Hühnerheck ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerherz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerhof ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerhofs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerhof 
 Hühnerkacke ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerkeulen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerkeule 
 Hühnerklein ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hühnerknochen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerkopf ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerkot ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerkram ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerkäfig ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerkönig ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hühnerköpfe ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerkopf 
 Hühnerleben ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerleber ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerleiter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerleitern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerleiter 
 Hühnermarkt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnermord ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnermörder ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Huhn 
 Hühnerpisse ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerpiss 
 Hühnerposten ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerrassen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerrasse 
 Hühnerschnitzel ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerstall ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerstalls ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerstall 
 Hühnersteigen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnersteig 
 Hühnerställe ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerstall 
 Hühnerställen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnerstall 
 Hühnersuppe ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnertanz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnertragödien ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnertragödie 
 Hühnervögel ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hühnervogel 
 Hühnerweg ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerzeugnis ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerzucht ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerzüchter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hühnerzüchterin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüll-Protein ( NOUN NOUN_PROPER_SINGULAR ) 
 Hülle ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüllen ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hüllgraben ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüls ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hülse ( NOUN NOUN_PROPER_SINGULAR ) 
 Hülsebusch ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hülsemann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hülsen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hülse 
 Hülsenbeck ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hülsenfrucht ( NOUN NOUN_PROPER_SINGULAR ) 
 Hülsenfrüchte ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hülsenfrucht 
 Hülsenfrüchten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hülsenfrucht 
 Hülsenschrott ( NOUN NOUN_PROPER_SINGULAR ) 
 Hülya ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hündchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hündchen-Sandwich ( NOUN NOUN_PROPER_SINGULAR ) 
 Hündin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hündinnen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hündin 
 Hüne ( NOUN NOUN_PROPER_SINGULAR ) 
 Hünefeld ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüneke-Wolter ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hünen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüne 
 Hünenburg ( NOUN NOUN_PROPER_SINGULAR ) 
 Hünengrab ( NOUN NOUN_PROPER_SINGULAR ) 
 Hünfeld ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hünfelder ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hünxe-Attentäter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hünxe-Prozess ( NOUN NOUN_PROPER_SINGULAR ) 
 Hünxe-Prozeß ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hünxe-Prozess 
 Hüpf- ( ) 
 Hüpfburg ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüpfen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüpfendes ( NOUN ADJECTIVE NOUN_PROPER_SINGULAR ) lemma=hüpfend 
 Hüpfer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürde ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürden ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hürde 
 Hürden- ( ) 
 Hürden-Europameister ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürden-Sprinter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürden-Training ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürden-Weltmeisterin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdendistanz ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdenlauf ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdenlaufs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hürdenlauf 
 Hürdenläufe ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hürdenlauf 
 Hürdenläufen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hürdenlauf 
 Hürdenläufer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdenläuferin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdenrennen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdenspringer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdensprint ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdensprinter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdensprints ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hürdensprint 
 Hürdenstar ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdenstrecke ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdentechnik ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdenwald ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdenweltrekord ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürdenzeit ( NOUN NOUN_PROPER_SINGULAR ) 
 Hürgen ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüriye ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hürlimann ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hürriyet ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hürsehit ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüs ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüsam ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüsamettin ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüsejin ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüseyen ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüseyin ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüseyn ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüsker-Dü-Epigonen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüsker-Dü-Epigone 
 Hüsker-Dü-Epigonenband ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüsne ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüsniye ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüsnye ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüsnü ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüsrev ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hütchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütchen-Spielern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütchen-Spieler 
 Hütchens ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütchen 
 Hütchenspiel ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütchenspiele ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütchenspiel 
 Hütchenspielen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütchenspiel 
 Hütchenspieler ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütchenspieler- ( ) 
 Hütchenspielerkrieg ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütchenspielern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütchenspieler 
 Hütchenspielerplage ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütchenspielers ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütchenspieler 
 Hütchenspielerszene ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütchenspiels ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütchenspiel 
 Hütchenträgern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütchenträger 
 Hüte ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hut 
 Hütehund ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütejungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütejunge 
 Hüten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hut|Hüten 
 Hütens ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüten 
 Hüter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüterin ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüterinnen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüterin 
 Hütern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüter 
 Hüters ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüter 
 Hütewirkung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütezunft ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttchen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütte ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttemann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hütten ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütte 
 Hütten- ( ) 
 Hütten-Informationssystem ( NOUN NOUN_PROPER_SINGULAR ) 
 Hütten-Rückbaus ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hütten-Rückbau 
 Hüttenabend ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenaluminium ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenarbeiter ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenarbeitern ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttenarbeiter 
 Hüttenatmosphäre ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenbach ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hüttenbau ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenbauaktion ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenbauen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenbauer ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hüttenberg ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hüttenberger ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüttenbesitzer ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenbetrieb ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenbetrieben ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttenbetrieb 
 Hüttenbewohner ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenbrenner ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hüttenbusch ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hüttenchef ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenchefs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttenchef 
 Hüttenclub ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttendorf ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttendorfes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttendorf 
 Hüttendorfräumung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttendorfs ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttendorf 
 Hüttendörfer ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttendorf 
 Hüttenfahrt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenfest ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenflair ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttengasthof ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttengasthofes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttengasthof 
 Hüttengebiete ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttengebiet 
 Hüttengebäudes ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttengebäude 
 Hüttengelände ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttengesäss ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttengesäß 
 Hüttengesäß ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttengrössen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttengröße 
 Hüttengrößen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttengröße 
 Hüttenhafen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenhafens ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttenhafen 
 Hüttenhausen ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenindustrie ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenkirche ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenkombinat ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenkombinats ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttenkombinat 
 Hüttenkonzept ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenlager ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenmann ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hüttenmayer ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Hüttenorchester ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenprojekt ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenrauch ( NOUN NOUN_SINGULAR NOUN_PLURAL NOUN_PROPER_SINGULAR ) 
 Hüttenromantik ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttenschuhen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttenschuh 
 Hüttensiedlung ( NOUN NOUN_PROPER_SINGULAR ) 
 Hüttensiedlungen ( NOUN NOUN_PROPER_SINGULAR ) lemma=Hüttensiedlung 
 Hüttenstadt ( NOUN NOUN_PROPER_SINGULAR ) 
